map_variant_file_name,game_variant_file_name,weight,minimum_player_count,skip_after_veto,optional
default_high_ground,5v5_team_slayer,4,6,false,false
default_narrows,5v5_team_slayer,5,6,false,false
default_last_resort,5v5_team_slayer,5,8,false,false
default_valhalla,5v5_team_slayer,5,8,false,false
default_narrows,team_rockets,1,6,true,false
default_valhalla,team_rockets,1,8,true,false
default_guardian,team_slayer_duals,2,6,true,false
default_guardian,team_slayer_br,2,6,false,false
default_high_ground,team_slayer_br,1,6,false,false
default_narrows,team_slayer_br,1,6,false,false
default_last_resort,team_slayer_br,2,8,false,false
default_valhalla,team_slayer_br,2,8,false,false
